实际行程时间,预测行程时间,绝对误差,相对误差(%)
75.0,46.45651326427842,28.54348673572158,38.05798231424469
75.0,46.83083700621744,28.169162993782557,37.55888399166
24.0,50.998043141262364,26.998043141262364,112.49184642145782
57.0,52.13520440831025,4.864795591689749,8.534729108212655
70.0,47.68143372202733,22.31856627797267,31.883666111343985
89.0,47.91471849940288,41.08528150059712,46.16323764106849
70.0,50.629351740764115,19.370648259235885,27.672354656011734
10.0,47.52686384783655,37.52686384783655,375.2686384746128
34.0,54.727781247409695,20.727781247409695,60.964062492202146
18.0,53.88254190982184,35.88254190982184,199.3474550534583
27.0,48.811048621253775,21.811048621253775,80.78166155989997
57.0,47.22788055904486,9.772119440955137,17.14406919462806
25.0,47.74241546724755,22.742415467247547,90.96966186862632
55.0,54.90049122225564,0.09950877774436151,0.18092505044396467
34.0,46.554451619663894,12.554451619663894,36.924857704785204
38.0,48.29265960868104,10.292659608681042,27.085946338563037
6.0,48.66175515866188,42.66175515866188,711.0292526325142
15.0,49.40313367657705,34.40313367657705,229.35422450898463
9.0,48.71718452951633,39.71718452951633,441.3020503230559
20.0,52.26561831488301,32.26561831488301,161.32809157360842
9.0,51.05100243390603,42.05100243390603,467.2333603715422
52.0,47.285272628069144,4.714727371930856,9.066783407541902
53.0,47.233037989266975,5.766962010733025,10.88106039758895
24.0,47.62474327272032,23.624743272720323,98.4364303025912
23.0,49.5587000992683,26.5587000992683,115.47260912675144
7.0,44.62425671611919,37.62425671611919,537.4893816511672
77.0,52.17015098027874,24.82984901972126,32.24655716842729
31.0,56.60977524873599,25.609775248735993,82.61217822146251
83.0,47.209054694986925,35.790945305013075,43.121620849361385
84.0,49.14705609157226,34.85294390842774,41.49159989093601
11.0,47.15183708565338,36.15183708565338,328.65306441204297
82.0,47.44584116374113,34.55415883625887,42.13921809294723
23.0,45.74600407808884,22.746004078088838,98.8956699043041
45.0,47.76282575975108,2.762825759751081,6.139612799433203
20.0,52.11503729287888,32.11503729287888,160.57518646359154
44.0,48.51187828545756,4.511878285457563,10.254268830562065
40.0,46.20717090621198,6.207170906211978,15.51792726549115
21.0,51.84315109603315,30.843151096033147,146.87214807564894
10.0,54.01593284662421,44.01593284662421,440.1593284618405
68.0,50.69167562687466,17.308324373125338,25.45341819573512
26.0,53.38258296003546,27.382582960035457,105.31762676896209
55.0,51.509102401822105,3.490897598177895,6.3470865421300875
17.0,49.33468698052649,32.33468698052649,190.2040410608017
54.0,44.8980966537436,9.1019033462564,16.855376567110266
57.0,43.53794984984586,13.462050150154141,23.61763184233425
71.0,49.95084298103041,21.049157018969588,29.64670002667597
51.0,47.80859527034824,3.191404729651758,6.257656332638235
72.0,44.93833945025556,27.06166054974444,37.58563965237063
76.0,47.55929542183784,28.440704578162162,37.42197970805886
31.0,51.25297532095825,20.25297532095825,65.33217845449329
39.0,48.00881388545864,9.008813885458643,23.099522783168062
48.0,49.17450653395929,1.1745065339592884,2.4468886124100866
72.0,49.86909524230575,22.130904757694253,30.737367718977104
10.0,48.220412048608715,38.220412048608715,382.20412048226507
76.0,53.27113572311432,22.72886427688568,29.906400364283915
10.0,50.05010414404992,40.05010414404992,400.5010414364942
13.0,50.000818674833866,37.000818674833866,284.62168211191727
75.0,45.63232775950869,29.36767224049131,39.15689632060287
54.0,50.450301798514616,3.549698201485384,6.573515187923723
45.0,46.78366874258774,1.7836687425877429,3.963708316852842
86.0,50.41319389188708,35.58680610811292,41.38000710240876
17.0,48.10475499347669,31.10475499347669,182.96914701937484
43.0,46.508305094023,3.508305094023001,8.15884905584847
66.0,40.38735509259708,25.612644907402917,38.807037738430466
60.0,47.00552784513945,12.994472154860553,21.65745359139816
28.0,50.478787546436514,22.478787546436514,80.28138409412941
73.0,45.87177584724839,27.128224152751613,37.16195089412938
82.0,49.40371448814836,32.59628551185164,39.751567697331566
46.0,48.378069801486724,2.378069801486724,5.169716959742509
77.0,47.764550382721445,29.235449617278555,37.968116386026736
12.0,44.99356237452323,32.99356237452323,274.94635311873566
8.0,52.2820027269401,44.2820027269401,553.5250340798322
71.0,47.704969992727804,23.295030007272196,32.80990141864702
85.0,45.82283133528974,39.17716866471026,46.090786664310784
9.0,52.94020120484965,43.94020120484965,488.224457826238
20.0,49.443014539364746,29.443014539364746,147.21507269608767
68.0,48.62165089188658,19.37834910811342,28.497572217771943
32.0,49.434804628104814,17.434804628104814,54.48376446265728
69.0,48.4138028377298,20.586197162270203,29.835068351072998
57.0,46.97380529918391,10.026194700816092,17.589815264558776
61.0,49.38839937654006,11.611600623459942,19.035410858099848
53.0,47.61128018560364,5.38871981439636,10.167395876200363
86.0,48.38345754118302,37.61654245881698,43.740165649736326
76.0,47.51305383782275,28.486946162177247,37.48282389755232
12.0,44.09804410039561,32.09804410039561,267.4837008344011
13.0,52.18600101366189,39.18600101366189,301.43077702584964
83.0,49.640670327790765,33.359329672209235,40.19196346044463
14.0,47.79233487995405,33.79233487995405,241.37382056937625
53.0,46.63211911009677,6.367880889903233,12.014869603568336
64.0,48.640574339492616,15.359425660507384,23.99910259450529
39.0,50.65087432857822,11.650874328578219,29.87403673986755
48.0,49.80548830789274,1.8054883078927375,3.7614339747687
39.0,51.27656949967994,12.276569499679937,31.478383332431942
83.0,47.61350629203128,35.38649370796872,42.634329768585644
16.0,50.600500330332295,34.600500330332295,216.2531270632253
72.0,45.866590940016586,26.133409059983414,36.29640147214877
46.0,48.925964359097506,2.925964359097506,6.36079208498075
82.0,47.93592967658097,34.06407032341903,41.541549174850594
39.0,46.02561136170541,7.025611361705408,18.014388106890753
51.0,56.24405380868631,5.24405380868631,10.282458448384366
70.0,48.623612591444875,21.376387408555125,30.537696297892268
35.0,44.438670593194274,9.438670593194274,26.967630266192305
69.0,47.893510634513575,21.106489365486425,30.58911502239976
54.0,49.76237816369866,4.2376218363013365,7.847447844987943
71.0,54.817062282432225,16.182937717567775,22.79287002471124
38.0,47.308502715852526,9.308502715852526,24.496059778494818
17.0,54.233109790574936,37.233109790574936,219.0182928844466
56.0,48.9597641968241,7.0402358031758965,12.571849648505937
26.0,49.368940069880665,23.368940069880665,89.88053872996457
56.0,41.86079657043525,14.139203429564752,25.24857755274911
28.0,45.49733838657466,17.49733838657466,62.49049423754347
18.0,43.566982969562424,25.566982969562424,142.03879427455772
71.0,45.87025384475677,25.129746155243232,35.394008669306814
83.0,47.22962804688522,35.77037195311478,43.09683367839962
12.0,50.3497284331604,38.3497284331604,319.5810702736735
59.0,51.857332060859704,7.142667939140296,12.106216845979983
17.0,51.097324627740896,34.097324627740896,200.57249780906074
40.0,48.20221766894557,8.202217668945572,20.505544172312664
31.0,49.130930076246734,18.130930076246734,58.48687121351048
49.0,52.70895330450942,3.7089533045094214,7.569292458167045
39.0,40.11855256702194,1.1185525670219434,2.868083505177116
14.0,49.95207337379781,35.95207337379781,256.8005240967215
31.0,49.20397813246649,18.20397813246649,58.72251010454118
21.0,49.7491214868515,28.7491214868515,136.90057850816478
39.0,46.894933753870944,7.894933753870944,20.243419881668462
24.0,49.0121349965675,25.012134996567497,104.21722915193034
68.0,47.35507550156749,20.64492449843251,30.360183085885513
46.0,46.622455304791536,0.6224553047915364,1.3531637060656159
53.0,53.99582451693866,0.9958245169386615,1.8789141828995894
20.0,45.99527873272379,25.99527873272379,129.97639366296906
19.0,48.2199418052736,29.2199418052736,153.78916739536743
6.0,43.04097371490669,37.04097371490669,617.3495619048223
41.0,44.1155912799937,3.1155912799937013,7.599003121917322
71.0,49.08026134177054,21.919738658229463,30.872871349575476
85.0,49.41336664464856,35.58663335535144,41.866627476834786
32.0,48.6919472943198,16.691947294319803,52.16233529458637
47.0,43.94021675962433,3.0597832403756726,6.51017710716843
7.0,50.30623330469177,43.30623330469177,618.660475772473
65.0,53.136652646549855,11.863347353450145,18.25130362066445
64.0,46.19839059271956,17.801609407280438,27.815014698832226
75.0,49.67115092934626,25.32884907065374,33.77179876082662
17.0,45.41520635305576,28.41520635305576,167.14827266405067
74.0,48.1434851196754,25.856514880324603,34.94123632471576
62.0,49.105219620232056,12.894780379767944,20.79803287055991
57.0,46.00335941322116,10.996640586778838,19.292351906595695
66.0,48.70692461093686,17.29307538906314,26.201629377328693
43.0,43.2917173019072,0.29171730190719813,0.6784123300151621
49.0,46.11648370417239,2.8835162958276115,5.8847271343300545
86.0,50.56063116170285,35.43936883829715,41.208568416576675
86.0,48.732892384056306,37.267107615943694,43.33384606500042
86.0,49.44135047691845,36.55864952308155,42.510057584929115
86.0,50.36045396251151,35.63954603748849,41.44133260168262
20.0,51.38196736701794,31.381967367017943,156.90983683430517
81.0,50.49709094149123,30.50290905850877,37.65791241786557
74.0,45.919377997112704,28.080622002887296,37.94678649033696
44.0,48.36485969145381,4.364859691453809,9.920135662372473
79.0,47.251275643788766,31.748724356211234,40.18825867869752
48.0,53.58889828704599,5.588898287045993,11.643538097988227
56.0,52.13823478306606,3.8617652169339394,6.896009315941148
24.0,47.73161760723379,23.731617607233787,98.88174002972877
15.0,46.276005469809014,31.276005469809014,208.50670313067005
76.0,48.85307570776383,27.14692429223617,35.71963722657954
65.0,47.14827232246751,17.851727677532487,27.464196426930805
46.0,46.65420395661485,0.6542039566148503,1.4221825143770177
32.0,51.57000974653274,19.57000974653274,61.156280457723696
5.0,46.464320979306756,41.464320979306756,829.2864195695494
61.0,44.27398386029156,16.72601613970844,27.419698589641015
56.0,52.55216018958376,3.447839810416241,6.156856804303721
18.0,55.14153110592979,37.14153110592979,206.34183947624143
11.0,45.299886933250846,34.299886933250846,311.81715393580936
74.0,46.49089680884308,27.509103191156917,37.17446377178344
10.0,51.7802011212924,41.7802011212924,417.80201120874597
21.0,48.18022242484644,27.18022242484644,129.42963059389055
68.0,48.25694552897493,19.74305447102507,29.033903633817697
16.0,42.99537638849482,26.99537638849482,168.72110242703812
12.0,48.07671775868742,36.07671775868742,300.63931465322315
21.0,46.65270604618158,25.652706046181578,122.15574307647346
27.0,50.49733298841162,23.49733298841162,87.02715921601703
14.0,45.966539889523325,31.966539889523325,228.3324277806785
39.0,49.62329134988151,10.623291349881512,27.23920858936993
72.0,46.88008625831245,25.119913741687547,34.88876908562869
53.0,42.37531047569849,10.624689524301509,20.04658400807823
67.0,50.17295905669827,16.827040943301732,25.11498648250241
46.0,47.44213975835353,1.4421397583535267,3.1350864311965037
24.0,48.788427868756095,24.788427868756095,103.28511611938671
52.0,49.85388208239722,2.14611791760278,4.1271498415358705
63.0,46.486066261666885,16.513933738333115,26.212593235407784
7.0,50.25540937555482,43.25540937555482,617.9344196419555
17.0,47.586819999438404,30.586819999438404,179.92247058387346
57.0,51.38730305634923,5.612696943650768,9.846836743229685
86.0,52.34547330847662,33.65452669152338,39.13317057149331
24.0,39.52446937538581,15.524469375385813,64.68528906383804
81.0,50.46032619294713,30.53967380705287,37.70330099631502
79.0,49.114428480446165,29.885571519553835,37.82983736647596
19.0,47.851531537578474,28.851531537578474,151.85016598645592
35.0,49.999907618436474,14.999907618436474,42.85687890969604
15.0,54.07673834057859,39.07673834057859,260.5115889354539
69.0,50.49221247675887,18.507787523241127,26.82288046842653
75.0,45.9753931402063,29.0246068597937,38.699475813006664
85.0,46.84373221728091,38.15626778271909,44.88972680314612
58.0,42.89335093097387,15.106649069026133,26.04594667068981
51.0,41.42930948754279,9.570690512457212,18.766059828310677
81.0,43.20958993747596,37.79041006252404,46.6548272376264
58.0,49.617257862917796,8.382742137082204,14.453003684599569
8.0,48.032233554812045,40.032233554812045,500.4029194288956
33.0,48.99529169506133,15.995291695061333,48.470580893978365
78.0,48.43376946285311,29.566230537146893,37.90542376552434
21.0,46.922366900548134,25.922366900548134,123.43984238297475
83.0,46.535151554706566,36.464848445293434,43.9335523436741
62.0,50.196616080012134,11.803383919987866,19.03771599994972
80.0,46.43141976658935,33.56858023341065,41.96072529171086
84.0,43.78580388621021,40.21419611378979,47.874042992549896
51.0,43.75449769551633,7.245502304483672,14.206867263665618
56.0,46.387048089326434,9.612951910673566,17.16598555474357
71.0,47.92692950164484,23.073070498355158,32.49728239200375
47.0,52.895221299836244,5.895221299836244,12.543024042178086
30.0,45.599643423013354,15.599643423013354,51.998811409871195
16.0,48.48869699744342,32.48869699744342,203.0543562327523
67.0,49.682569910635245,17.317430089364755,25.84691058110285
57.0,52.32476964981676,4.6752303501832415,8.202158509079016
13.0,51.37672609636019,38.37672609636019,295.205585354346
25.0,45.12723356187875,20.127233561878747,80.50893424719295
28.0,46.31103558426993,18.31103558426993,65.39655565787335
38.0,51.26665891957905,13.26665891957905,34.91226031458984
14.0,44.00254651653153,30.00254651653153,214.30390368798018
15.0,47.2150864511098,32.2150864511098,214.7672430059669
25.0,51.17721121155004,26.177211211550038,104.70884484578131
67.0,53.15195455916741,13.848045440832593,20.66872453852526
62.0,44.00604581088902,17.99395418911098,29.022506756583798
59.0,47.98850126134699,11.01149873865301,18.663557184126013
75.0,49.82374385722266,25.17625614277734,33.56834152365836
12.0,46.256766049490416,34.256766049490416,285.4730504100412
11.0,48.75476651501349,37.75476651501349,343.22515013336607
69.0,45.457739354988654,23.542260645011346,34.119218326053954
21.0,49.1087175470948,28.1087175470948,133.85103593790927
